"","datetime","number","day","wd","ws","tem","season","weekdays","sunrise","sunset","dayNight","peak","businessday","wdays","hours","PM2.5"
"1",2016-10-28 09:00:00,11255.4867573372,2016-10-28,259.1,3.3,10,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",TRUE,TRUE,"Friday",9,11.9
"2",2016-10-28 10:00:00,13840.6876944837,2016-10-28,258.4,3.1,10.2,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",10,10.7
"3",2016-10-28 11:00:00,3572.9801980198,2016-10-28,258.6,3.2,10.4,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",11,8.1
"4",2016-10-28 12:00:00,3788.06817538897,2016-10-28,265.1,3.2,10.7,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",12,9.2
"5",2016-10-28 13:00:00,4492.89420084866,2016-10-28,272.1,2.8,10.7,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",13,8.4
"6",2016-10-28 14:00:00,3431.98896746818,2016-10-28,269.1,2.5,10.9,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",14,11.4
"7",2016-10-28 15:00:00,4007.8100764223,2016-10-28,262.9,2.2,11.1,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",FALSE,TRUE,"Friday",15,6.6
"8",2016-10-28 16:00:00,3233.99459459459,2016-10-28,259,2.2,11.3,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"day",TRUE,TRUE,"Friday",16,9.3
"9",2016-10-28 17:00:00,6512.73499856446,2016-10-28,268.9,2.1,11.6,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",TRUE,TRUE,"Friday",17,11.2
"10",2016-10-28 18:00:00,5587.44724186704,2016-10-28,275.3,1.9,11.7,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",TRUE,TRUE,"Friday",18,9.5
"11",2016-10-28 19:00:00,9198.40056577086,2016-10-28,286.3,1.9,11.7,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",TRUE,TRUE,"Friday",19,13
"12",2016-10-28 20:00:00,9677.52446958982,2016-10-28,275,1.8,11.5,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",FALSE,TRUE,"Friday",20,17.4
"13",2016-10-28 21:00:00,9708.3504950495,2016-10-28,262,1.5,11.4,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",FALSE,TRUE,"Friday",21,16.2
"14",2016-10-28 22:00:00,11515.45572843,2016-10-28,263.8,1.1,11.2,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",FALSE,TRUE,"Friday",22,22.8
"15",2016-10-28 23:00:00,11159.2820367751,2016-10-28,272.7,1.2,11.3,"autumm","weekday",2016-10-28 06:47:56,2016-10-28 16:40:26,"night",FALSE,TRUE,"Friday",23,26.6
"16",2016-10-29 00:00:00,11221.8480905233,2016-10-29,124.1,1.6,9.2,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",0,27.1
"17",2016-10-29 01:00:00,9886.78868458274,2016-10-29,319,1.4,8,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",1,25.5
"18",2016-10-29 02:00:00,10299.3884016973,2016-10-29,328.6,0.4,6.6,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",2,26.4
"19",2016-10-29 03:00:00,10914.4775106082,2016-10-29,295.2,0.4,6.7,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",3,24.3
"20",2016-10-29 04:00:00,9004.41471004243,2016-10-29,312.3,0.4,7.1,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",4,25.5
"21",2016-10-29 05:00:00,8846.98755304102,2016-10-29,317.6,0.4,6.5,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",5,25.9
"22",2016-10-29 06:00:00,7475.51287128713,2016-10-29,315.8,0.5,6.1,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",6,24.4
"23",2016-10-29 07:00:00,7855.74851485149,2016-10-29,322.2,0.3,6.6,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",7,24.5
"24",2016-10-29 08:00:00,18806.529844413,2016-10-29,19.8,0.4,7,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",8,28.3
"25",2016-10-29 09:00:00,10101.028854314,2016-10-29,63.1,0.2,7.4,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",9,28
"26",2016-10-29 10:00:00,9109.96265912306,2016-10-29,55.4,0.8,7.5,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",10,25.2
"27",2016-10-29 11:00:00,9235.32503536068,2016-10-29,75.7,0.5,8.1,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",11,27.9
"28",2016-10-29 12:00:00,7080.22319660538,2016-10-29,61.8,0.5,8.9,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",12,24.5
"29",2016-10-29 13:00:00,6093.2243281471,2016-10-29,76.1,0.9,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",13,23.8
"30",2016-10-29 14:00:00,7089.39038189533,2016-10-29,84.2,1,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",14,27.4
"31",2016-10-29 15:00:00,7502.35530410184,2016-10-29,91.1,1.1,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",15,23
"32",2016-10-29 16:00:00,6734.90749646393,2016-10-29,88.7,1.3,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"day",FALSE,FALSE,"Saturday",16,15.9
"33",2016-10-29 17:00:00,6598.69165487977,2016-10-29,85,1.4,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",17,12.5
"34",2016-10-29 18:00:00,4122.83224893918,2016-10-29,88.7,1.4,9.4,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",18,10.7
"35",2016-10-29 19:00:00,8989.25120226308,2016-10-29,113.5,1.5,9.5,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",19,18.1
"36",2016-10-29 20:00:00,10767.0314002829,2016-10-29,137.4,1.5,9.4,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",20,25.8
"37",2016-10-29 21:00:00,17609.7530410184,2016-10-29,146.6,1.5,9.4,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",21,38.2
"38",2016-10-29 22:00:00,20613.515417256,2016-10-29,137.7,1.5,9.4,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",22,54.6
"39",2016-10-29 23:00:00,22239.5171145686,2016-10-29,131.3,1.6,9.3,"autumm","weekend",2016-10-29 06:49:42,2016-10-29 16:38:33,"night",FALSE,FALSE,"Saturday",23,65
"40",2016-10-30 00:00:00,22030.7541725601,2016-10-30,105,2.6,9.9,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",0,69.8
"41",2016-10-30 01:00:00,13689.0565770863,2016-10-30,58.5,1,6.9,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",1,78.6
"42",2016-10-30 02:00:00,10556.5615275813,2016-10-30,52.9,0.7,6.2,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",2,74.4
"43",2016-10-30 03:00:00,9272.63394625177,2016-10-30,62.1,0.9,6.9,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",3,66.3
"44",2016-10-30 04:00:00,8294.30127298444,2016-10-30,86.1,0.9,6.8,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",4,70.9
"45",2016-10-30 05:00:00,6149.04639321075,2016-10-30,92.5,0.6,6.7,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",5,60.2
"46",2016-10-30 06:00:00,4681.0090523338,2016-10-30,94.4,0.9,7.2,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",6,51.5
"47",2016-10-30 07:00:00,3964.10891089109,2016-10-30,122.8,1.3,7.3,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",7,48.1
"48",2016-10-30 08:00:00,9073.47694483734,2016-10-30,109.8,1.1,7.4,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",8,42.8
"49",2016-10-30 09:00:00,6234.9702970297,2016-10-30,96,0.9,7.6,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",9,38.8
"50",2016-10-30 10:00:00,5826.96350777935,2016-10-30,54,1.4,8,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",10,37.1
"51",2016-10-30 11:00:00,6167.60678925035,2016-10-30,69.9,1.7,8.6,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",11,33.1
"52",2016-10-30 12:00:00,6049.95898161245,2016-10-30,88,1.6,8.9,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",12,35.8
"53",2016-10-30 13:00:00,6682.81103253182,2016-10-30,91.7,1.8,8.8,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",13,37.1
"54",2016-10-30 14:00:00,6834.95332390382,2016-10-30,67.4,1.6,9,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",14,35
"55",2016-10-30 15:00:00,7179.97340876945,2016-10-30,68.7,1.7,9.2,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",15,30
"56",2016-10-30 16:00:00,8513.61329561528,2016-10-30,91.6,2,9.5,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"day",FALSE,FALSE,"Sunday",16,29.3
"57",2016-10-30 17:00:00,11934.0121640736,2016-10-30,103.8,2.2,9.7,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",17,37.1
"58",2016-10-30 18:00:00,12731.1439886846,2016-10-30,103.5,2.4,9.8,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",18,45
"59",2016-10-30 19:00:00,13659.4002828854,2016-10-30,103.7,2.4,10,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",19,51.4
"60",2016-10-30 20:00:00,13343.3626591231,2016-10-30,102.5,2.3,10.2,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",20,48.6
"61",2016-10-30 21:00:00,11033.4455445545,2016-10-30,103.6,2.4,10.3,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",21,51.5
"62",2016-10-30 22:00:00,9299.09335219236,2016-10-30,108.5,2.7,10.4,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",22,60.8
"63",2016-10-30 23:00:00,9117.33776520509,2016-10-30,106.6,3,10.2,"autumm","weekend",2016-10-30 06:51:28,2016-10-30 16:36:42,"night",FALSE,FALSE,"Sunday",23,60
"64",2016-10-31 00:00:00,10398.5728429986,2016-10-31,28.5,0.8,7.2,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",0,64.5
"65",2016-10-31 01:00:00,7318.61188118812,2016-10-31,62.6,2.2,7.8,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",1,53.9
"66",2016-10-31 02:00:00,4619.94710042433,2016-10-31,65.5,2,8.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",2,46.2
"67",2016-10-31 03:00:00,5257.39603960396,2016-10-31,57.9,1.5,8,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",3,44.2
"68",2016-10-31 04:00:00,4787.36718528996,2016-10-31,52.8,1.4,8.1,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",4,42.1
"69",2016-10-31 05:00:00,4813.37821782178,2016-10-31,83.4,1.4,8.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",5,42.1
"70",2016-10-31 06:00:00,5723.71032531825,2016-10-31,81.2,1.6,8.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",6,46.1
"71",2016-10-31 07:00:00,7556.73069306931,2016-10-31,81,1.1,8.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",TRUE,TRUE,"Monday",7,40.7
"72",2016-10-31 08:00:00,7584.51014299967,2016-10-31,86.9,1.7,8.2,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",TRUE,TRUE,"Monday",8,40.8
"73",2016-10-31 09:00:00,9490.52107496464,2016-10-31,108.7,1.4,8.3,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",TRUE,TRUE,"Monday",9,42.2
"74",2016-10-31 10:00:00,12428.7881188119,2016-10-31,107.2,1.4,8.6,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",10,48.8
"75",2016-10-31 11:00:00,14502.0489668837,2016-10-31,111.9,1.3,9.3,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",11,54
"76",2016-10-31 12:00:00,14627.4401697313,2016-10-31,130.5,1,11.6,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",12,54.1
"77",2016-10-31 13:00:00,14822.843281471,2016-10-31,126.6,1,13.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",13,47.9
"78",2016-10-31 14:00:00,14744.1431400283,2016-10-31,91.1,0.9,13.9,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",14,46.9
"79",2016-10-31 15:00:00,15377.1366336634,2016-10-31,66.4,1.1,13.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",FALSE,TRUE,"Monday",15,40.7
"80",2016-10-31 16:00:00,18051.6533785694,2016-10-31,35.9,1.5,11.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"day",TRUE,TRUE,"Monday",16,41.5
"81",2016-10-31 17:00:00,22058.131824611,2016-10-31,45.9,2,9.4,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",TRUE,TRUE,"Monday",17,37.8
"82",2016-10-31 18:00:00,29924.1312588402,2016-10-31,59.9,1.6,9,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",TRUE,TRUE,"Monday",18,40.2
"83",2016-10-31 19:00:00,26119.3137199434,2016-10-31,80.8,1.3,9,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",TRUE,TRUE,"Monday",19,47.7
"84",2016-10-31 20:00:00,20871.3909476662,2016-10-31,65,0.9,8.3,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",20,49.5
"85",2016-10-31 21:00:00,19868.7872701556,2016-10-31,79.5,0.9,8.1,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",21,47.7
"86",2016-10-31 22:00:00,17196.4837340877,2016-10-31,68.4,0.6,7.8,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",22,55.8
"87",2016-10-31 23:00:00,15164.1007072136,2016-10-31,65.8,0.6,7.6,"autumm","weekday",2016-10-31 06:53:13,2016-10-31 16:34:52,"night",FALSE,TRUE,"Monday",23,54.1
"88",2016-11-01 00:00:00,17903.319377652,2016-11-01,338.3,2.2,3.6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",0,59.9
"89",2016-11-01 01:00:00,19883.8497878359,2016-11-01,300.3,1.4,6.5,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",1,67.3
"90",2016-11-01 02:00:00,16632.7793493635,2016-11-01,325.7,1.6,5.8,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",2,72.8
"91",2016-11-01 03:00:00,11732.0591230552,2016-11-01,344.9,0.8,4.9,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",3,66.4
"92",2016-11-01 04:00:00,9654.83224893918,2016-11-01,343,0.9,5,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",4,66.7
"93",2016-11-01 05:00:00,7695.55247524752,2016-11-01,347.1,1.3,5.9,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",5,69.9
"94",2016-11-01 06:00:00,8544.78896746818,2016-11-01,335.6,0.9,5.6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",6,63.3
"95",2016-11-01 07:00:00,11499.1901108269,2016-11-01,332.5,1.2,5.7,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",TRUE,TRUE,"Tuesday",7,61.9
"96",2016-11-01 08:00:00,7221.32593659942,2016-11-01,340.9,1.5,6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",TRUE,TRUE,"Tuesday",8,56.4
"97",2016-11-01 09:00:00,5642.68882602546,2016-11-01,355.4,2.2,6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",TRUE,TRUE,"Tuesday",9,42.4
"98",2016-11-01 10:00:00,4230.94710042433,2016-11-01,10.2,3,6.5,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",10,32.7
"99",2016-11-01 11:00:00,4163.14794908062,2016-11-01,15.5,3,7,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",11,28
"100",2016-11-01 12:00:00,4963.35049504951,2016-11-01,25.4,3.1,8,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",12,28.4
"101",2016-11-01 13:00:00,6061.05459688826,2016-11-01,23.1,2.9,8.3,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",13,26.5
"102",2016-11-01 14:00:00,5156.50538854226,2016-11-01,16.4,3,9,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",14,18.4
"103",2016-11-01 15:00:00,4487.68939179632,2016-11-01,22.4,3.3,9.5,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",FALSE,TRUE,"Tuesday",15,9.2
"104",2016-11-01 16:00:00,5333.5623549884,2016-11-01,21.7,3.2,9.9,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"day",TRUE,TRUE,"Tuesday",16,5.7
"105",2016-11-01 17:00:00,4190.19943422914,2016-11-01,22.4,3.9,9.6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",TRUE,TRUE,"Tuesday",17,4.6
"106",2016-11-01 18:00:00,5158.77227722772,2016-11-01,4,2.8,8.2,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",TRUE,TRUE,"Tuesday",18,6.7
"107",2016-11-01 19:00:00,7106.53295615276,2016-11-01,6.2,2.9,7.4,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",TRUE,TRUE,"Tuesday",19,4.6
"108",2016-11-01 20:00:00,7302.40396039604,2016-11-01,14.8,3,6.6,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",20,7.3
"109",2016-11-01 21:00:00,6017.03677510608,2016-11-01,6.5,3,5.9,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",21,5.3
"110",2016-11-01 22:00:00,5584.57793493635,2016-11-01,3.1,2.6,5.2,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",22,5.6
"111",2016-11-01 23:00:00,8976.89504950495,2016-11-01,347.7,2.2,4.3,"autumm","weekday",2016-11-01 06:54:59,2016-11-01 16:33:03,"night",FALSE,TRUE,"Tuesday",23,4.1
"112",2016-11-02 00:00:00,13317.0135785007,2016-11-02,319.1,2.1,3.8,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",0,6.1
"113",2016-11-02 01:00:00,13595.725884017,2016-11-02,334.5,2,2.8,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",1,10.1
"114",2016-11-02 02:00:00,10851.1267326733,2016-11-02,332.3,2.3,2.5,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",2,9.8
"115",2016-11-02 03:00:00,11376.2562942008,2016-11-02,319.2,2.3,2.4,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",3,12.2
"116",2016-11-02 04:00:00,12038.9971711457,2016-11-02,320.6,2.5,2.5,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",4,12.6
"117",2016-11-02 05:00:00,10154.3827439887,2016-11-02,315.8,2.6,2.5,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",5,13.4
"118",2016-11-02 06:00:00,15842.6503536068,2016-11-02,315.2,2.7,2.6,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",6,17
"119",2016-11-02 07:00:00,19134.2698727016,2016-11-02,314.4,2.5,2.4,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",TRUE,TRUE,"Wednesday",7,21.6
"120",2016-11-02 08:00:00,16422.0777841561,2016-11-02,316.8,3,2.8,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",TRUE,TRUE,"Wednesday",8,21.9
"121",2016-11-02 09:00:00,29042.938330976,2016-11-02,315,2.9,4.2,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",TRUE,TRUE,"Wednesday",9,19.9
"122",2016-11-02 10:00:00,11244.9991513437,2016-11-02,331.8,3.4,6.5,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",10,18.6
"123",2016-11-02 11:00:00,7454.16237623762,2016-11-02,338.4,3.8,7.7,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",11,11.8
"124",2016-11-02 12:00:00,4937.64073550212,2016-11-02,340.9,3.8,8.7,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",12,5.7
"125",2016-11-02 13:00:00,4438.38455008489,2016-11-02,342.4,3.8,9.2,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",13,5.9
"126",2016-11-02 14:00:00,3933.07449209932,2016-11-02,334.7,3.3,8.6,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",14,4.6
"127",2016-11-02 15:00:00,8093.9603960396,2016-11-02,325.8,2.6,7.8,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",FALSE,TRUE,"Wednesday",15,NA
"128",2016-11-02 16:00:00,16764.8650636492,2016-11-02,310.5,2.1,6.2,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"day",TRUE,TRUE,"Wednesday",16,4.9
"129",2016-11-02 17:00:00,13701.340509915,2016-11-02,309.8,2.3,5.2,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",TRUE,TRUE,"Wednesday",17,9.1
"130",2016-11-02 18:00:00,14210.556718529,2016-11-02,316.6,2.4,4.7,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",TRUE,TRUE,"Wednesday",18,9.4
"131",2016-11-02 19:00:00,21491.261669024,2016-11-02,322.1,2.3,4.3,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",TRUE,TRUE,"Wednesday",19,13.8
"132",2016-11-02 20:00:00,20516.7459688826,2016-11-02,322.8,2.4,3.9,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",20,19.7
"133",2016-11-02 21:00:00,28171.1024045262,2016-11-02,317.6,2.4,3.6,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",21,28.7
"134",2016-11-02 22:00:00,21013.5072135785,2016-11-02,312.3,2.3,3.3,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",22,36.1
"135",2016-11-02 23:00:00,17521.7657708628,2016-11-02,311,2.3,3.6,"autumm","weekday",2016-11-02 06:56:45,2016-11-02 16:31:16,"night",FALSE,TRUE,"Wednesday",23,30.3
"136",2016-11-03 00:00:00,17997.0823196605,2016-11-03,220.5,3.1,7.7,"autumm","weekday",2016-11-03 06:58:31,2016-11-03 16:29:31,"night",FALSE,TRUE,"Thursday",0,28.6
